PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,final_result
-0.32480113640508634,-2.0437255831690213,1.2465137469008594,1.3732294877058002,1.4166929731955564,2.749456148203199,0.8888468640468306,-2.599312710950874,2.599631432186509,-0.9592625039520888,-0.5513196666473517,-0.2763243469262906,-1.1118025048396576,0.46347215076640674,-0.42194127727415454,-0.8875209120386975,-0.15233289533972538,0.5805083192935531,0.6967191281205585,0.299221944733341,Pass
0.5851735296972551,-1.4411698166273188,0.21775179774409859,-1.3362941569165825,0.5748134670860352,-0.20337202949744368,1.3676834814570278,-0.8258436911542893,-0.2679849884769302,-0.3878879125629017,-0.3016431601173135,-0.017515273858528295,-0.4467564518221471,0.6282959308247278,0.5082217618925268,-0.1209918082839937,-0.5234939036124511,-0.4971317238704007,0.8385115776682601,0.2101999821345802,Pass
2.2640866788929515,-1.7219726558460986,-0.09506351411607404,-1.522200609045322,0.755185271992089,0.6443364474505107,0.4643705977021686,-0.7206593102066818,-0.42106199117700405,-0.9096885794709003,-0.19616320914408003,0.6748816156661959,-0.23785588080737052,-0.2826033774782323,-0.4521355019108172,0.8535098964082118,-0.7711323563657768,-0.5403939376701126,0.11742304993633104,0.15766534648467945,Pass
-0.18163486420739772,-1.2715894035813542,0.8184963105368942,-1.1424428082214915,0.14684903204067914,-0.34785317099159163,-0.5787989094202152,0.36832569508652513,-0.133184025829777,-0.8351649525670961,0.24840195825945766,-0.8812810972824988,-0.5949472624868954,-0.301877208398184,-0.570433608441037,-0.5429685264445692,-0.4314366601663947,-0.5036942139182962,0.10936323447929588,0.2571636986331654,Pass
2.583056948715135,-1.8291642643241552,-0.5579762912314554,-1.8157249551465455,0.8725979993608455,1.245357073787764,-0.034567739267573006,-0.43625334116663517,-0.10789368635689366,-0.7826936219426246,-0.16400058860383815,0.6609698966076071,-0.19352138499012853,0.5219353866752203,-0.6852168595582682,0.07075870779075398,-0.6339560156521769,-0.45618632051961955,-0.07285597969007518,-0.7550181366810423,Pass
0.7204508390801023,-1.3311790272321684,0.9321897528751928,-0.6935414971180429,0.03749307995607423,-0.8031232917597786,-0.3110421001326009,-0.1447763678646776,-0.8683698759125784,-1.1987695383628598,-0.11144948678816646,-0.16944013233048275,-0.5344259676740416,0.8764849087647888,0.45859431437235876,-0.1642611197512619,-0.3107818462101385,-0.10689200371606951,0.8119051585219776,0.02294430271211434,Pass
1.3166067046699994,-1.9547700733957085,0.8278265426894711,-0.336155179805817,0.7241462242534669,0.6640255972941578,-1.5313386111413594,-0.06461639940996086,0.6634095561853002,-1.1467690975312588,-0.1323181698357646,0.4415835198662751,-0.26663277103052063,0.4139878079782547,0.5704550639097786,-0.17751733463916883,-1.0402897518184027,-0.5232387445686737,-0.17650321390764467,0.1410341656237492,Pass
1.90032669856348,-1.6639108537267302,0.5602931664855523,-0.6590350506224704,0.5052041808297553,0.1885595469033845,-1.3144891443518516,0.05049332538295133,-0.044964683371632244,-1.57678965887635,0.010207504493553954,0.48265301251656,-0.37299517309756186,-0.5716705412384621,-0.4039025217978758,-0.5960794141220505,-0.6534361437624618,-0.6191692515114103,0.23010380024483384,0.18274875039895022,Pass
3.2570756456583245,-2.1001071221668726,-1.775055129558181,-1.757648434153578,1.7384141243479354,-0.6242792368017394,1.8211974494707193,-1.5748580062641315,-0.4373725772054734,0.582140320544668,-0.45214981496014633,0.23116578675906319,-0.17923757947055952,1.3051638130210281,-0.5062083548827799,0.02002633480829836,-0.8398459818958728,0.10983387865446477,-0.1339971636823301,-0.19330997342720405,Pass
0.8266718968084515,-1.3763296730230357,0.8086997032470161,-1.253156474182471,0.06151010318553177,1.3750151335439855,0.6112362671055023,-0.6944064078991147,-0.6190054720565432,-1.4497768111747364,-0.249057969689023,-0.7680882099757815,-0.4208641814116679,0.12289397359144488,-0.5525995357435508,0.7331476398980002,-0.01833101777090214,-0.276637557409303,-0.17438226786082622,0.29188765818277523,Pass
1.7380867596247642,-1.5177487567884689,0.6878619431076356,-0.8440436078557233,0.30464561283391234,-1.1399154837633532,-0.46724133494126674,-0.0011204334835076823,-0.7820803422973445,-1.498244151660621,-0.12575336460046543,0.5899432118564545,-0.25271840452843547,-0.692132821203008,-0.5947106036063713,-0.4551561683955007,-0.6653490623074376,-0.5685992757628866,0.3030179012816101,0.2969443367254429,Pass
0.13950723832063264,-1.5636129574531208,0.7964628293869733,-1.072215717220867,0.24019060992987584,1.1157683002415437,0.7532283924386403,-0.9134470827577166,-0.6219630774344863,-0.2787004272852897,-0.13234852267956043,-0.7748209820972879,-0.43941033804484325,0.04720863297240624,-0.8593692588024858,-0.620002161102336,0.04163767005083313,-0.17781570349277115,-0.23908071936105268,0.11329010348780699,Pass
3.548801104837099,-1.7548272050362395,-0.6168716820264324,-1.17632972622931,0.947829774653589,-0.5640121172455262,-1.215397679814824,-0.22126722938741303,-0.947099276377055,-0.9612540181220697,0.3324588420092868,-0.17497552059357907,-0.35442616352158346,0.5711072778983373,0.5908898592716649,-0.1345504926765713,-1.4216448708711082,-0.1882487398789639,0.9829911366074694,-0.08154006014934279,Pass
3.4207362138346125,-1.5315408582337655,-0.656731399468497,-1.4962251567842086,0.7731618805712964,0.07142256899708624,0.6311168921493919,-0.8013493974801302,-0.7755873802810876,-2.0450246721658845,-0.2809866737335953,-0.60415946981537,0.03554120655612601,0.7315281945549414,-0.1334807650463001,-0.015068203979676092,-0.9015797043275089,-0.7285937114868782,-0.35968841198865154,-0.4206415612691896,Pass
-3.3107081169589665,-0.35772247981211447,-0.3004189805481814,-0.032588186738526606,-0.5676963292358433,0.6989224795034538,-1.1649087508510267,-0.16873008565649375,-0.5017543567673474,0.25790647040356324,0.3607017305094766,0.606580843522816,-0.0826855169241953,-0.6245187435013987,-0.20641186541576975,-0.6293404771464691,-0.2094814574056161,-0.3355866040001096,0.12996518915395497,0.32371763662589476,Withdrawn
-0.6414928009821508,-0.9422710208159547,0.7471906925425164,-1.3480789870101662,0.20453811604174957,1.0581591535237211,0.7921645092731525,-0.507430047965944,-0.034956031592555684,-0.40904304873120145,-0.15917818237391562,0.5836954170875147,-1.1572614771151832,-0.47164706028061926,-0.43683719554316636,-0.5872147746808998,-0.25260296551326317,-0.6434666556567279,0.021609283142245417,0.2954044158878962,Pass
2.496240165491107,-1.6857304073072166,-0.19788728695731078,-1.1472551240901099,0.7153731469247205,-0.8728182083528696,1.4146341205733082,-1.2133993745126457,-0.9928902251772694,-1.2927593881292943,-0.2949991628029179,0.048092231895898924,-0.21646585801766094,0.43426611106288043,-0.6089882083104549,0.12462702915425852,-0.45575673033473774,0.2308988217876602,1.0550788014590151,-0.27484672230121754,Pass
-2.71612938498332,-0.7112507718332576,0.20129957930292514,0.650765447300928,0.6434053258345447,-0.4702476069197439,1.4593731858686445,-1.5869528736394862,1.2728841945706144,-0.3504802102972742,-0.37484661195947905,0.7108875823097145,-1.2772236373077737,-0.020431017130667306,-0.852158332479538,-0.5325239997281952,0.363152857752926,0.15625843708667442,-0.19180842764412653,-0.14268390086445595,Fail
2.557320792336901,-1.350950489979611,-0.6023600886290513,-1.3615192727243608,0.7611376538275324,0.106649994683509,0.608994743225802,-0.9147742420482026,-0.6490517594391026,-1.1976951365399309,0.048739056353551566,0.7225841178177064,-0.8731488717835026,0.08974811268835498,-0.7193300818478255,0.8710161996459422,-0.2947044321856427,-0.2866954743953809,-0.009143341180614994,-0.062334677639884845,Pass
-0.004688036888701813,-1.549805860266873,1.2093143265891904,-0.7514962623544024,0.06858585297656965,-0.7203703102190887,-0.4158423976466201,0.13933102695990796,-0.4731341581174954,-0.5864089136198962,-0.406634507973433,0.5619377721576952,-0.2817671909063452,-0.013318212166215315,-0.8768221814412568,-0.52595270453942,-0.04771977863111679,-0.21126933468649786,0.043340439294944244,-0.007525771137920911,Pass
1.4192166120095855,-1.3981095666307353,0.8794064408695377,-0.6787853867582743,0.0012844812459151221,-1.6971852333300552,0.12199511871692376,-0.16533885559496042,-1.0199412036862203,-2.1065583845458464,-0.25678539778235976,-0.07056666301134858,-0.20064057396369078,0.7761363640840067,0.2951318585430087,-0.08756181838231943,-0.3849493246192219,-0.14800433420023337,0.8880442696892304,0.11781939085511917,Pass
-3.1325853770464054,-0.1089917225095288,-1.4801160898208907,-0.22736586590954697,-0.5814974945188219,1.7618944039338151,0.2577285692168149,-1.1549114492115553,-0.6733590559260783,-0.355129635447454,0.1397558497603336,-0.5260407143785858,0.48065164330806115,0.10457677567306017,-0.49087285354121435,0.7192998192591912,0.05271139178445258,-0.039651630948595036,-0.19529388273441095,0.3120745852268891,Withdrawn
