code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,num_of_prev_attempts,studied_credits,imd_band_clean,age_band_clean,edu_clean_A_Level,edu_clean_Below_A_Level,edu_clean_Higher_Ed,edu_clean_No_Formal,edu_clean_Post_Grad,region_clean_Devolved_Ireland,region_clean_London,region_clean_Midlands_East,region_clean_North,region_clean_South,gender_M,disability_Y,total_attempt_ratio,performance_efficiency,attempted_core_score,core_completion_ratio,attempted_optional_score,optional_completion_ratio,has_banked_score,avg_submission_gap,is_early_submitter,total_clicks,active_days,active_weeks,has_early_access,click_Active_Study,click_Content,click_Nav,click_Social,active_days_Active_Study,active_days_Content,active_days_Nav,active_days_Social,final_result
1,0,0,0,0,0,0,-0.3329522779479932,4.263825238855756,1.6040597494379676,2.656725737516737,0,0,1,0,0,0,0,1,0,0,1,0,0.7590365562078167,0.7090824206276525,1.056217348848051,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.37595119822023,0.0,-0.3313782548969888,-0.5515283726293363,0.2789827832288441,1.0,-0.5598763444278193,0.1017854825907166,-0.4945830538551092,-0.2329695526420766,-0.8874621099465136,-0.4748145178627735,-0.5204084639371405,-0.3481886167303463,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,-0.6361396123100536,1.4722191146624048,0,0,1,0,0,0,0,0,1,0,0,0,0.7590365562078167,0.0489807102779814,0.5243405651727224,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4444985652251662,0.0,-0.0496895640402162,0.200406969197282,0.9045243488493412,1.0,-0.5598763444278193,0.1381253286829923,0.0266028022334386,0.1085279226122216,-0.8874621099465136,0.1208364072808265,0.2484376773864992,0.2917354534060807,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,0.3239458284390983,1.4722191146624048,1,0,0,0,0,0,0,0,0,1,0,0,0.7590365562078167,0.4722223951492412,0.8653674441174922,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.3683348241085705,0.0,0.3568192652800363,1.0087374616608966,1.2619766720610537,1.0,-0.5598763444278193,0.6245201917642221,0.3834312929164694,0.4393536017648231,-0.8874621099465136,1.2850632155160449,1.03650497224323,0.9316595235425076,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,0.3239458284390983,-0.6598928064753928,0,1,0,0,0,0,0,1,0,0,0,0,0.7590365562078167,-0.3548462184065228,0.1989571210419329,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.8786318895897617,0.0,-0.2751529673008266,0.0124231337406274,0.6364351064405567,1.0,-0.5598763444278193,0.0766271276037564,-0.2502096026600639,-0.2314450103418342,-0.8874621099465136,0.4186618698526266,0.0177838349894073,-0.2005138313142477,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,1.2840312691882505,1.4722191146624048,1,0,0,0,0,1,0,0,0,0,1,0,0.7590365562078167,0.1072249788382467,0.5712708696146632,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.5206623063417619,0.0,0.5181858406810218,1.384705132574206,1.530065914469838,1.0,-0.5598763444278193,0.6398947420340312,0.4418214095736926,0.8067682961232424,-0.8874621099465136,0.6352622062684812,1.4401491964381408,1.473133736734869,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,-0.3161111320603363,-0.6598928064753928,0,0,1,0,0,0,0,0,1,0,1,0,0.7590365562078167,0.1421715399744063,0.5994290522798279,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4597313134484853,0.0,-0.0176411501104038,0.3883908046539365,0.9045243488493412,1.0,-0.5598763444278193,0.627315564540551,0.0417409806260521,-0.33663842905856,-0.8874621099465136,0.6894122903724448,0.4406492127174091,-0.2989636882583134,Pass
1,0,0,0,0,0,0,-0.3329522779479932,1.1292178906906214,1.6040597494379676,-0.6598928064753928,1,0,0,0,0,0,0,0,1,0,0,0,0.7590365562078167,0.3246702481299027,0.746477339531242,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.5435114286767406,0.0,-0.0536253341719476,0.6703665578389184,1.1726135912581257,1.0,-0.5598763444278193,0.1143646600841966,0.0352531898863606,0.1268224302151304,-0.8874621099465136,1.095537921152172,0.7097453621806831,0.4394102388221792,Pass
1,0,0,0,0,0,0,-0.3329522779479932,0.3455660536493377,0.964002788938533,-0.6598928064753928,1,0,0,0,0,0,0,1,0,0,0,0,0.7590365562078167,0.27419188204434,0.7058044090148934,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4978131840067832,0.0,0.2083845060261681,0.9899390781152312,1.0832505104551973,1.0,-0.5598763444278193,0.5071145351584081,0.6299673410247452,-0.0164845460076554,-0.8874621099465136,1.7453389303997358,1.03650497224323,0.2425105249340478,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,-1.4682136609593186,2.656725737516737,0,0,0,0,1,0,0,0,1,0,1,0,0.7590365562078167,0.5770620785577182,0.9498419921129851,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.2693219606569961,0.0,0.919072141241658,1.3659067490285404,1.1726135912581257,1.0,-0.5598763444278193,0.2303726303018463,0.258000671949101,2.482240284089644,-0.8874621099465136,0.7435623744764085,1.4401491964381408,2.4576323061755256,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.4380857833919458,0.964002788938533,1.4722191146624048,0,1,0,0,0,0,0,0,0,1,1,0,0.7590365562078167,0.382914516690168,0.7934076439731826,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4140330687785279,0.0,-0.1149108976517643,0.3883908046539365,0.8151612680464129,1.0,-0.5598763444278193,0.3994926832697452,0.2017731522051083,-0.4814699475815883,-0.8874621099465136,1.0684628791001902,0.4406492127174091,-0.6681506517985597,Pass
