code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,num_of_prev_attempts,studied_credits,imd_band_clean,age_band_clean,edu_clean_A_Level,edu_clean_Below_A_Level,edu_clean_Higher_Ed,edu_clean_No_Formal,edu_clean_Post_Grad,region_clean_Devolved_Ireland,region_clean_London,region_clean_Midlands_East,region_clean_North,region_clean_South,gender_M,disability_Y,total_attempt_ratio,performance_efficiency,attempted_core_score,core_completion_ratio,attempted_optional_score,optional_completion_ratio,has_banked_score,avg_submission_gap,is_early_submitter,total_clicks,active_days,active_weeks,has_early_access,click_Active_Study,click_Content,click_Nav,click_Social,active_days_Active_Study,active_days_Content,active_days_Nav,active_days_Social,final_result
1,0,0,0,0,0,0,-0.3329522779479932,4.263825238855756,1.6040597494379676,2.6567257375167372,0,0,1,0,0,0,0,1,0,0,1,0,0.7590365562078167,0.7090824206276525,1.056217348848051,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.37595119822023004,0.0,-0.3313782548969888,-0.5515283726293363,0.2789827832288441,1.0,-0.5598763444278193,0.1017854825907166,-0.4945830538551092,-0.23296955264207667,-0.8874621099465136,-0.47481451786277357,-0.5204084639371405,-0.3481886167303463,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,-0.6361396123100536,1.4722191146624048,0,0,1,0,0,0,0,0,1,0,0,0,0.7590365562078167,0.04898071027798144,0.5243405651727224,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4444985652251662,0.0,-0.04968956404021625,0.200406969197282,0.9045243488493411,1.0,-0.5598763444278193,0.13812532868299238,0.026602802233438687,0.10852792261222165,-0.8874621099465136,0.12083640728082654,0.24843767738649924,0.2917354534060807,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,0.32394582843909836,1.4722191146624048,1,0,0,0,0,0,0,0,0,1,0,0,0.7590365562078167,0.47222239514924125,0.8653674441174922,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.3683348241085705,0.0,0.3568192652800363,1.0087374616608966,1.2619766720610537,1.0,-0.5598763444278193,0.6245201917642221,0.3834312929164694,0.43935360176482313,-0.8874621099465136,1.2850632155160449,1.03650497224323,0.9316595235425076,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,0.32394582843909836,-0.6598928064753928,0,1,0,0,0,0,0,1,0,0,0,0,0.7590365562078167,-0.3548462184065228,0.19895712104193292,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.8786318895897617,0.0,-0.2751529673008266,0.012423133740627406,0.6364351064405567,1.0,-0.5598763444278193,0.07662712760375644,-0.2502096026600639,-0.23144501034183426,-0.8874621099465136,0.4186618698526266,0.017783834989407325,-0.20051383131424774,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,1.2840312691882503,1.4722191146624048,1,0,0,0,0,1,0,0,0,0,1,0,0.7590365562078167,0.10722497883824676,0.5712708696146632,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.5206623063417619,0.0,0.5181858406810218,1.384705132574206,1.5300659144698379,1.0,-0.5598763444278193,0.6398947420340312,0.4418214095736926,0.8067682961232424,-0.8874621099465136,0.6352622062684812,1.4401491964381408,1.473133736734869,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,-0.3161111320603363,-0.6598928064753928,0,0,1,0,0,0,0,0,1,0,1,0,0.7590365562078167,0.1421715399744063,0.5994290522798279,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.45973131344848533,0.0,-0.017641150110403805,0.38839080465393655,0.9045243488493411,1.0,-0.5598763444278193,0.627315564540551,0.04174098062605211,-0.33663842905856006,-0.8874621099465136,0.6894122903724448,0.44064921271740914,-0.29896368825831343,Pass
1,0,0,0,0,0,0,-0.3329522779479932,1.1292178906906214,1.6040597494379676,-0.6598928064753928,1,0,0,0,0,0,0,0,1,0,0,0,0.7590365562078167,0.3246702481299027,0.746477339531242,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.5435114286767406,0.0,-0.053625334171947606,0.6703665578389184,1.1726135912581255,1.0,-0.5598763444278193,0.11436466008419667,0.03525318988636064,0.12682243021513048,-0.8874621099465136,1.095537921152172,0.7097453621806831,0.4394102388221792,Pass
1,0,0,0,0,0,0,-0.3329522779479932,0.34556605364933773,0.964002788938533,-0.6598928064753928,1,0,0,0,0,0,0,1,0,0,0,0,0.7590365562078167,0.27419188204434003,0.7058044090148934,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4978131840067832,0.0,0.20838450602616818,0.9899390781152312,1.0832505104551973,1.0,-0.5598763444278193,0.5071145351584081,0.6299673410247452,-0.016484546007655414,-0.8874621099465136,1.7453389303997358,1.03650497224323,0.24251052493404784,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,-1.4682136609593186,2.6567257375167372,0,0,0,0,1,0,0,0,1,0,1,0,0.7590365562078167,0.5770620785577182,0.9498419921129853,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.2693219606569961,0.0,0.9190721412416581,1.3659067490285404,1.1726135912581255,1.0,-0.5598763444278193,0.2303726303018463,0.25800067194910103,2.4822402840896434,-0.8874621099465136,0.7435623744764085,1.4401491964381408,2.4576323061755256,Pass
1,0,0,0,0,0,0,-0.3329522779479932,-0.43808578339194587,0.964002788938533,1.4722191146624048,0,1,0,0,0,0,0,0,0,1,1,0,0.7590365562078167,0.382914516690168,0.7934076439731826,0.8178769912008734,-0.6204475117450042,-0.6730476517518535,0.0,0.4140330687785279,0.0,-0.11491089765176438,0.38839080465393655,0.8151612680464129,1.0,-0.5598763444278193,0.3994926832697452,0.2017731522051083,-0.48146994758158834,-0.8874621099465136,1.0684628791001902,0.44064921271740914,-0.6681506517985597,Pass
